88614,"Hello!

Does anyone knows a good book or script about Dehn Twists in the sense of graphs. More precisely: I need to know how a Dehn Twist yields an automorphism of a group or a subgroup of a group. I want to know something about the realtionship between dehn twists and graph of groups.

I know that my request is not nice formulated but i didn't found any good introduction about this theme in the internet yet. I always get defintions for dehn twists in the sense of surfaces. But i don't know how to conclude or educe something about groups in the sense of geometric group theory.

Thanks for help.
",Dehn Twist in the sense of Geometric Group Theory and a Graph of Groups
88619,"Let $S$ be a smooth surface defined over a finite field $K$ of char. $p$. Let $G$ be a finite group of automorphisms of $S$. Let $Z\to S/G$ be the minimal resolution of the quotient of $S$  by $G$. Suppose that the fixed point set of every elements of $G$ is defined over $K$.

Let $\ell$ be a prime $\ell\not=p$.
Is it true that $$H^{i}(Z\mathbb Q_\ell) \simeq H^{i}(S\mathbb Q_\ell)^G$$ for $i=13$ and 
$$H^{2}(Z\mathbb Q_\ell)\simeq H^{2}(S\mathbb Q_\ell)^G+\mathbb Q_\ell C_1+\dots +\mathbb Q_\ell C_k$$where the $C_i$ are the exceptional curves of the resolution $Z\to S/G$ ?

This question is an echo of the question ""Are there any known formulas about the Hodge-Deligne structure of quotients by action of groups ?"" formulated in this forum 2 or 3 weeks ago.
",How to compute the étale cohomology of the quotient of a surface by a finite group of automorphisms ?
88620,"Hi all

I need to integrate a system of coupled ODE in a manifold (SU(N)). I know that Runge-Kutta methods do not translate ""automatically"" to a integration scheme that preserves the manifold structure but can be adapted (see for example [1]). 

The problem is that in adapting these RK methods the construction of embedded (i.g. adaptive size) integrators change. I have tried to look for references but although it seems a straightforward problem I found no reference. 

Any ideas? Thanks!

[1] Hans Munthe-Kaas. ""Runge-Kutta methods on Lie Groups"". 
",Numerical integration on manifolds
88621,"Roughly speaking a theorem by Vershik says that every ergodic invertible measure-preserving transformation is isomorphic to some ""adic"" transformation on the spaces of paths of a Bratelli-Vershik graph. What is the adic transformation corresponding to a Bernoulli shift ?
",What is the adic realization of a Bernoulli shift ?
88623,"It is a classical result of Ribet that if an eigenform has CM the its residual projective image is ""small"" (cyclic or dihedral.) Is the converse true i.e if f is a form whose associated residual Gal representation has  ""small"" projective image then f has CM? Thanks.
",On the image of the residual representation attached to a CM form
88624,"I do not know if this question is appropriate for this site but I posted here without having answers so now I make this attempt.

Let be $(Mg)$ a pseudoriemannian manifold.  Let us identify the tangent and the cotangent bundles through the musical isomorphism $g^\flat:u\in TM\to g(u\cdot)\in T^\ast M.$  

It is well known that:


  The geodesics of $(Mg)$ i.e. the solutions of
  $\frac{D}{dt}\gamma=0$ are integral curves for the hamiltonian vector
  field of $K:u\in TM\to \tfrac{1}{2}g(uu)\in\mathbb{R}$ w.r.t. the
  canonical symplectic form.


Question Knowing how to show it using coordinates and Christoffell symbols I am wondering how to prove it in an intrinsic way.
",Is there a coordinate-free proof of the hamiltonian character of the geodesic flow?
88627,"In the paper 'On the complex projective spaces' of Hirzbruch and Kodairathey prove that 


  If $X$ is compact Kahler manifold diffeomorphic to $\mathbb{CP}^n$ then $X$ is biholomorphic to $\mathbb{CP}^n$ in case $n$ is odd or $n$ is even but $c_1 \neq -(n+1)g$.


Here $c_1$ is the first Chern class of $X$ and $g$ is a generator of $H^2(XZ)$ with the same sign of the Kahler class.

My question is :Has the case X is diffeomorphic to $\mathbb{CP}^n$ $n$ even and $c_1=-(n+1)g$ been ruled out in the following years?Or we have some constructions of manifolds of this type?
",On compact Kahler manifold diffeomorphic  to complex projective space
88630,"Suppose it is given a model category $M$ $W$ being the set of its weak equivalences. One can define the localization of $M$ along $W$ denoted by $W^{-1}M$. In order to work with $W^{-1}M$ it would be of great help if $W$ admitted a calculus of fractions. So my question is: is that true in general or perhaps under some appropriate assumptions? I suspect the answer in general is ""no"" but I really hope it is ""yes under appropriate assumptions"": I'm currently working on dg-categories and craving for a ""simple"" description of the category $\mathrm{Ho}(\mathbf{dg\text{-}cat})$ of small dg-categories localized along quasi-equivalences.

Thanks in advance for any answer!
",Do weak equivalences in a model category admit a calculus of fractions?
88632,"Can I simplify:

\begin{equation}
  \sum_{x=x_0}^{x_1} \frac{1}{ax+b}
\end{equation}
",Simplifying finite sum over 1/(ax+b)
88635,"In layman terms could somebody give me the differences between B-Tree and M-trie algorithms?

Update:


how does B-Tree fare in terms of space utilization compared to M-trie?
how does B-tree fare in terms of speed compared to M-trie?

",What is the difference between a B-tree and M-trie?
88640,"Are there any known necessary or  sufficient conditions such that 
$$\lim_{a\rightarrow \infty}\int_{-1}^1f(t)^a\cos(at)dt=0$$
where $f:[-11]\rightarrow[1\infty)$ is an even smooth concave real function such that $f(-1)=f(1)=1$? 
",Asymptotic behaviour of $\int f(t)^a\cos(at)dt$
88643,"Let $\mathbf{Q}_p \langle X_1\dotsX_n \rangle$ be the $n$-variable Tate algebra i.e. the subalgebra of $\mathbf{Q}_p[[X_1\dots X_n]]$ of power series which converge on the closed unit polydisk in $\mathbf{C}_p^n$.  Is $\mathbf{Q}_p \langle X_1 X_2 \rangle$ projective as a $\mathbf{Q}_p \langle X_1 \rangle$-module? Note that $\mathbf{Q}_p \langle X_1 \rangle$ is a regular ring of dimension one.

I am well aware that this is the ""wrong question"" since it's a mild (severe?) sin to forget the topological structures of the objects in question but the answer is ""yes"" in a suitable category of Banach $\mathbf{Q}_p \langle X_1 \rangle$-modules so I wonder...
",Projectivity of one Tate algebra over another
88645,"Many $\mathbb{Z}$-graded Lie algebras $\mathfrak{g}$ over $\mathbb{C}$ we would like to study are non-degenerate in the sense that 


$\dim_{\mathbb{C}} \mathfrak{g}_n &lt; \infty \ \forall n \in \mathbb{Z}$
$\mathfrak{g}_0$ is abelian
For generic $\lambda \in \mathfrak{g}_0^*$ $\forall n \in \mathbb{N}$ the bilinear form 
$\mathfrak{g_n} \otimes \mathfrak{g}_{-n} \rightarrow \mathbb{C}$ given by $$a \otimes b \mapsto \lambda ([ab])$$ is non-degenerate.


This includes simple Lie algebras Loop algebras affine Kac-Moody algebras the Heisenberg algebra the Witt algebra and the Virasoro algebra.

For any of these examples can we find some topological space $X$ such that $\pi_{*+1}(X) \cong \mathfrak{g}_{\geq 0}$ under the Whitehead bracket? 
",Whitehead products and a realization problem for graded Lie algebras
88648,"It is a well known result of Serre and Tate that if $A$ is an ordinary abelian variety over a field $k$ of characteristic $p>0$ then the deformation space $\mathcal{M}$ of $A$ to an abelian variety over $W$ the ring of Witt vectors has a group structure. This prompts the following question:
 Does this group structure extend to the formal moduli of non-ordinary abelian varieties? 
and if not what is the biggest class of abelian varieties for which a group structure on the formal moduli exists?
",Deformation space of non-ordinary abelian varieties
88650,"It is known that for a torus $\Sigma$ every automorphism of $H_1(\Sigma; \mathbb{Z})$ is induce by an orientation preserving self-homeomorphism of $\Sigma$ unique up to isotopy. In onther words there is a bijection between the mapping class group of $\Sigma$ and $Aut(H_1(\Sigma; \mathbb{Z}))$.

Question; Is it still true for a general compact orientable 2-surface $\Sigma$? Or is this special to a torus? 
",Automorphism of first homology and mapping class group
88655,"I am looking for a weak-formulation that would give me an existence and uniqueness of a solution of a Stefan-type problem. It is basically a 2-phase Stefan problem in 2D except that the free-boundary does not have the nice ""solution $u=0$ "" criteria.

Instead it has a robin boundary condition
$$u+\partial_{\nu}u = g$$
where $g$ is a given function and $\partial_{\nu}$ denotes the derivative in direction of the normal vector to the free boundary at the free boundary (not fixed boundary).

(The above robin condition at the free boundary is assigned in addition to the typical condition on the velocity of the free boundary: $v = \partial_{\nu} u^+ - \partial_{\nu}u^-$.)

Does anyone know if this is an open problem? Or does anyone know a work related to this? I will greatly appreciate any reference to a 2-phase Stefan-type problem that is not the classical Stefan problem. Thank you!
",Is this Stefan-type problem an open problem?
88658,"Given $a_1b_1c_1$ in $F_2[t]$ with $\gcd(a_1b_1c_1)=1$ it is known that there exists an element
$g$ of $SL(3 F_2[t])$  (by explicit construction) such that $g$ has first line
$$
[a_1^2 b_1c_1]
$$
in particular this works when $a_1^2$ is in the ideal $(b_1c_1)$ generated by $a_1$ and $b_1$ in $F_2[t].$

Question: It is possible to extend in the above manner the following line $L$ to an element of $SL(3 F_2[t])$

$$
L =[1+abc]
$$
where $abc \in F_2[t]$ with $\gcd(1+abc)=1$ and with
$$
a^2 \in (bc).
$$

The case when $\gcd(bc)=1$ is trivial since $1+a = M^2+ t N^2$ and $tN^2 \in (bc)$ in these case.

The question  (for a general characteristic $2$ ring R) appears in page $14$ of

www.math.psu.edu/oldColloquium/Ravi2.pdf

while the explicit construction described above appears in page $12.$
",Completing unimodular vectors  with $3$ entries in $F_2[t]$  to a $3$ by $3$ matrix with determinant equal to $1.$
88659,"Starting somewhere on an infinite square grid is it possible to visit every square exactly once if at move $n$ one must jump $a_n$ steps in one of the directions northsoutheast or west and mark the ending square as visited?

If $a_n=n$ or if $a_n=n^2$?

Allowing diagonal moves as well is there a general algorithm given $a_n$ to check if a path exists?

Note:
I am asking if given $a_n$ there exists an infinite sequence of directions $d_n\in(NSWE)$ such that for all $(xy)\in  Z^2$ there exists a finite integer $k(xy)$ such that starting at the unit square with center $(0.50.5)$ marked as visited we have after moving sequentially $a_i$ steps in direction $d_i$ for $i=123...k$ visited $k+1$ different unit squares and are situated at $(x+0.5y+0.5)$.
",Traversing the infinite square grid
88660,"It is said as far as I can tell that an arbitrary spectral space i.e. a space that is $T_0$ sober and quasi-compact whose collection of quasi-compact open sets forms a basis and is closed under finite intersections must be $Spec(R)$ for some ring $R$. Is there a canonical (or any) way of reconstructing $R$ from its collection of prime ideals and the Zariski topology thereupon? What is the relationship of the functor $Spec:Rng\to SpectralSpaces$ and the functor (if it exists) going the other way $SpectralSpaces\to Rng$?  

Thanks!
",Ring of a Spectral Space
88666,"Given the Diophantine equation$$ax^2+bxy+cy^2+dx+ey+f=0$$
if the coefficients $(abcdef)$ are chosen among all the prime numbers we have infinite equations. Is it possible to prove that the solutions of the infinite equations are infinite and countable?
",Infinite solutions of a diophantine equation
88670,"In my study I encountered the following interesting exercises of a decidedly ""constructive"" flavor:

Construct a non-measurable (resp. measurable) set in $\mathbb{R}^2$ which has a measurable (resp. non-measurable) projection onto any line.

I have limited experience with doing constructions but I still find I have difficulties in seeing how to start work on/ flesh out constructions (sensitive to the particulars of the problem) and was wondering if anyone visiting has a more finely-tuned sense for how the arguments related to the constructions would proceed. Any constructive input (no pun intended) would be greatly appreciated.
","A pair of measure theory exercise of a ""constructive"" flavor"
88673,"In  

[S]: Serre Jean-Pierre. Facteurs locaux des fonctions zeta des varietes algebriques (definitions et conjectures) Seminaire Delange-Pisot-Poitou 1969-70

Serre presents nine conjectures C$_1$-C$_9$ concerning Galois representations on $l$-adic cohomology of nonsingular projective algebraic varieties defined over a local or global field. What is the status of those conjectures today? The first two of them are part of the Weil conjectures but how about the rest? What (partial) progress has been made towards their resolution? Let me recall the conjectures below (skipping the first two).

Let $K_v$ be a local field of residue characteristic $p$ let $Y$ be a nonsingular projective variety over $K_v$ and let $m\ge 0$. If $G_v$ is the absolute Galois group of $K_v$ the functoriality of $l$-adic cohomology ($l \neq p$) gives us a representation $\rho_l\colon G_v \rightarrow H^m(\overline{Y} \mathbb{Q}_l) =: V$ (here $\overline{Y}$ is the base change of $Y$ to the separable closure of $K_v$). One can measure how ramified $\rho_l$ is by introducing $\epsilon = \dim V - \dim V^{I_v}$ ($I_v$ is the inertia in $G_v$) and $\delta$ which is a little bit more involved to define (it is the inner product of $\mathrm{Tr }\ \rho_l|_{I_v}$ with the ""Swan character"" of $\rho_l$ see 2.1 in [S]). The conductor exponent of $\rho_l$ is then $f = \epsilon + \delta$.

C$_3$: The integers $\epsilon$ $\delta$ and $f$ are independent of $l$.

Status: ???

C$_4$: $\mathrm{Tr }\ \rho_l|_{I_v}$ takes values in $\mathbb{Z}$ and is independent of $l$.

Status: ???

Consider the geometric Frobenius $\pi \in G_v/I_v$. Then $\rho_l(\pi)$ acts on $V^{I_v}$ and we get a polynomial $P_{\rho_l}(T) = \det(1 - \rho_l(\pi) T)$.

C$_5$: $P_{\rho_l}$ has coefficients in $\mathbb{Z}$ and is independent of $l$.

Status: ???

Assuming the latter conjecture split $P_{\rho_l}(T) = \prod (1 - \lambda_\alpha T)$ and let $Nv$ denote the cardinality of the residue field of $K_v$.

C$_6$: For each $\alpha$ there is an integer $m(\alpha)$ between $0$ and $m$ such that $|\alpha| = (Nv)^{m(\alpha)/2}$.

Status: ???

C$_7$: If $\epsilon = 0$ (i.e. if $\rho_l$ is unramified) then all $m(\alpha)$ are equal to $m$.

Status: ???

C$_8$: Let $g$ be an element of $G_v$ whose image in $G_v/I_v$ is an integral power of Frobenius. Then the characteristic polynomial of $\rho_l(g)$ has coefficients in $\mathbb{Q}$ and is independent of $l$.

Status: ???

The last conjecture C$_9$ concerns the zeta function $\zeta(s)$ of a nonsingular projective variety $X$ defined over a global field $K$ (and fixed $m \ge 0$ as above) as well as the completed version $\xi(s)$ of $\zeta(s)$. It's a bit of a trek to define $\zeta(s)$ and $\xi(s)$ so I'll refer to [S] $\S$3 $\S$4 for that. Both $\zeta(s)$ and $\xi(s)$ are holomorphic functions on some right half-plane.

C$_9$: $\zeta(s)$ and $\xi(s)$ admit meromorphic continuations to the complex plane. In addition $\xi(s)$ satisfies the functional equation $\xi(s) = w\xi(m + 1 - s)$ with $w = \pm 1$.

Status: Open. Afterall a special case of this is meromorphic continuation of $L$ functions of elliptic curves over number fields.

As the answers come in feel free to edit the status fields above adding more information (and I will try to do that myself).
",Status of conjectures in Serre's 1969 expose on Galois representations on l-adic cohomology
88677,"Let $G$ be a discrete countable group which acts on a countable set $X$. This action defines a standard unitary representation called the permutation representation on the Hilbert space $l_2(X)$ of all functions $X\to \mathbb C$ with finite $l_2$ norm. The Hilbert space have an obvious Hilbert basis consisting of elements $\delta_x$ indexed by $x\in X$ ($\delta_x$ is the function which is 1 on $x$ and 0 everywhere else) and $G$ acts on the basis by permutations.

I have a fairly general question.


  When is it possible to deform the permutation representation to some non-conjugate representation of $G$ in $l_2(X)$? 


Here ""non-conjugate"" means that the deformation is not trivially realized by an action of the isometry group of $l_2(X)$. More generally I would like to know if there is a theory of infinitesimal deformations which may produce non-conjugate representations starting from a permutation representation for specific pairs $(G X)$; I suppose that since $G$ is not compact a general answer is unknown but it might be known for specific cases. Any reference is welcome.
",Which unitary (permutation-)representations are isolated?
88679,"How can I prove that is a graph is vertex transitive then a eigenvalue is 1? 
",Vertex Transitive Graphs
88680,"I do not know any example yet.
",can a domain in 3-dim noncompact manifold with Rc> 0 imbed into a 3-dim compact manifold with Rc> 0?
88683,"The Cayley-Menger Determinant D(N) slickly calculates the N-dimensional simplex
volume of any N+1 points.  One constraint in our 3D world is that D(4)=0.

Give each point a mass (Mi) and dynamic interdistances (i.e. Rij(t) are functions of
""time"") according to inertia and non-relativistic ""Newtonian gravity"".  Is there a simple
mathematical way to express the resulting dynamic constraints in these terms?

I'm basically wondering if these interdistances are somehow superior to normal
coordinates in multi-body problems but gravity doesn't appear to fit nicely...sorry
for the vague question!

http://mathworld.wolfram.com/Cayley-MengerDeterminant.html
",Inertia/Gravity in Distance Geometry
88684,"A cylinder over a torus is by definition $S^1 \times S^1 \times I$  here $I=[01]$. 

One way to visualize it is to thick a torus in $\mathbb{R}^3$. ( $S^1 \times I$ is an annulus and revolve it (the first $S^1$).) The other way is the compliment of a neighborhood of Hopf links in $S^3$. Suppose that the neiborhood lies in $\mathbb{R}^3 \subset \mathbb{R}^3 \cup {\infty}=S^3$. The second one is not actually a visualization since we (at least I) can't see the point at infinity.

We provide them with orientation induced by right hand orientation in $\mathbb{R}^3$ and $S^3$ respectively.

Question; So there is a orientation preserving homeomorphism between them but how does it look like? How can I visualize the transition from one to another? Especially I want to see how boundaries are transformed.
",Visualizing self-homeomorphism of a cylinder over a torus
88686,"Have there been papers dealing with random walks in $\mathbb{R}^n$ that are not on the lattice $\mathbb{Z}^n$? Instead of walking in one of the directions possible in $\mathbb{Z}^n$ with probability $1/2^n$ one would walk in the direction corresponding to points on $S^{n-1}$ with uniform probability. In the case of the lattice the walk returns to the origin with probability $1$ for $n=12$ only. Do you know what happens in the continous case? Thanks.
",Random Walk in $\mathbb{R}^n$
88687,"Totient(n) gives the amount of numbers beneath n that are coprime to n. Is it possible to concisely find Totient(n) where all numbers are beneath a limit x so that TotientLimit(nx) would give the amount of numbers coprime to n up to x? For example:

TotientLimit(106)
1:Coprime to 10
2:Not coprime
3:Coprime to 10
4:Not coprime
5:Not coprime
6-9:above or equal to limit excluded.

So TotientLimit(106) is equal to 2 because there are 2 numbers coprime to 10 that are lower than 6.

Is there a function for that?
Thanks
",How to calculate Euler Totient Function up to a limit?
88688,"Hello. I can't seem to get around proving that reduced singular homology satisfies the additivity axiom in dimension zero. Could someone help me?
",Additivity axiom for reduced homology
88692,"I would like to collect a list of applications of Heegaard-Floer theory.  By applications I don't mean things like ""it can detect the unknot"" or ""it can detect knot genus"".  Algorithms for these kinds of things have been known since the '60's and '70's.  Instead I mean two kinds of things.


Questions that make no reference to Heegaard-Floer theory that can be answered using Heegaard-Floer theory (and preferably cannot be answered in other ways).
Things about knots or 3-manifolds that can be computed with Heegaard-Floer theory for which algorithms did not previously exist.


I'm asking this question here in response to a large number of talks about Heegaard-Floer theory I've attended over the years.  It seems like a hot subject and lots of talented young people are working on it but most of the talks I've attended about it addressed what seemed to me to be technical questions internal to the subject.  And when I've asked the speakers this question I never seem to get a good answer.  But since it is such a hot subject I assume there must be some killer applications.
",Why should I care about Heegaard-Floer theory?
88694,"By Mazur's theorems (Reference:- Modular curves and the Eisenstein ideal 1977)
we know that the only rational points of X_0(N) for N any prime > 163 are
the two cusps (o) and (oo) (|X_0(N)(Q)| = 2 ).

Is there any bound for |X_0(N)(Q)| where N is an arbitrary +ve integer?.

More Generally

Is there a bound on the number of rational points on the modular curve
i.e. for |X_0(N)(K)| where K is some number field. We know that |X_0(N)(K)| is finite.
",Bound for the number of rational points on the modular curve
